a+,"[0.0, 0.0]"
qualified,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
qualify,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
quicker,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
quiet,"[0.0, 0.0, 0.0, 0.0, 0.0]"
quieter,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
radiance,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
radiant,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rapid,"[0.0, 0.0, 0.0, 0.0, 0.0]"
rapport,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rapt,"[0.0, 0.0, 0.0, 0.0]"
rapture,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
raptureous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
raptureously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rapturous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rapturously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rational,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
razor-sharp,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reachable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
readable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
readily,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ready,"[0.0, 0.0, 0.0, 0.0, 0.0]"
reaffirm,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reaffirmation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
realistic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
realizable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reasonable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reasonably,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reasoned,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reassurance,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reassure,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
receptive,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reclaim,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
recomend,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
recommend,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
recommendation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
recommendations,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
recommended,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reconcile,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reconciliation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
record-setting,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
recover,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
recovery,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rectification,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rectify,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rectifying,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
redeem,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
redeeming,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
redemption,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
refine,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
refined,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
refinement,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reform,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reformed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reforming,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reforms,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
refresh,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
refreshed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
refreshing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
refund,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
refunded,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
regal,"[0.0, 0.0, 0.0, 0.0, 0.0]"
regally,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
regard,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rejoice,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rejoicing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rejoicingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rejuvenate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rejuvenated,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rejuvenating,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
relaxed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
relent,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reliable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reliably,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
relief,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
relish,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
remarkable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
remarkably,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
remedy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
remission,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
remunerate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
renaissance,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
renewed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
renown,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
renowned,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
replaceable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reputable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reputation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
resilient,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
resolute,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
resound,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
resounding,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
resourceful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
resourcefulness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
respect,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
respectable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
respectful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
respectfully,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
respite,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
resplendent,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
responsibly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
responsive,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
restful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
restored,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
restructure,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
restructured,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
restructuring,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
retractable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revel,"[0.0, 0.0, 0.0, 0.0, 0.0]"
revelation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revere,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reverence,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reverent,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reverently,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revitalize,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revival,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revive,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revives,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revolutionary,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revolutionize,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revolutionized,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
revolutionizes,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reward,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rewarding,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rewardingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rich,"[0.0, 0.0, 0.0, 0.0]"
richer,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
richly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
richness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
right,"[0.0, 0.0, 0.0, 0.0, 0.0]"
righten,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
righteous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
righteously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
righteousness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rightful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rightfully,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rightly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rightness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
risk-free,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
robust,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rock-star,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rock-stars,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rockstar,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rockstars,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
romantic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
romantically,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
romanticize,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
roomier,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
roomy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
rosy,"[0.0, 0.0, 0.0, 0.0]"
safe,"[0.0, 0.0, 0.0, 0.0]"
safely,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sagacity,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sagely,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
saint,"[0.0, 0.0, 0.0, 0.0, 0.0]"
saintliness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
saintly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
salutary,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
salute,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sane,"[0.0, 0.0, 0.0, 0.0]"
satisfactorily,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
satisfactory,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
satisfied,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
satisfies,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
satisfy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
satisfying,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
satisified,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
saver,"[0.0, 0.0, 0.0, 0.0, 0.0]"
savings,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
savior,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
savvy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
scenic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
seamless,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
seasoned,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
secure,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
securely,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
selective,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
self-determination,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
self-respect,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
self-satisfaction,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
self-sufficiency,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
self-sufficient,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sensation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sensational,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sensationally,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sensations,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sensible,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sensibly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sensitive,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
serene,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
serenity,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sexy,"[0.0, 0.0, 0.0, 0.0]"
sharp,"[0.0, 0.0, 0.0, 0.0, 0.0]"
sharper,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sharpest,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
shimmering,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
shimmeringly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
shine,"[0.0, 0.0, 0.0, 0.0, 0.0]"
shiny,"[0.0, 0.0, 0.0, 0.0, 0.0]"
significant,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
silent,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
simpler,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
simplest,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
simplified,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
simplifies,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
simplify,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
simplifying,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sincere,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sincerely,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sincerity,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
skill,"[0.0, 0.0, 0.0, 0.0, 0.0]"
skilled,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
skillful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
skillfully,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
slammin,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sleek,"[0.0, 0.0, 0.0, 0.0, 0.0]"
slick,"[0.0, 0.0, 0.0, 0.0, 0.0]"
smart,"[0.0, 0.0, 0.0, 0.0, 0.0]"
smarter,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smartest,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smartly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smile,"[0.0, 0.0, 0.0, 0.0, 0.0]"
smiles,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smiling,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smilingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smitten,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smooth,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smoother,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smoothes,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smoothest,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
smoothly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
snappy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
snazzy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sociable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
soft,"[0.0, 0.0, 0.0, 0.0]"
softer,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
solace,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
solicitous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
solicitously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
solid,"[0.0, 0.0, 0.0, 0.0, 0.0]"
solidarity,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
soothe,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
soothingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sophisticated,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
soulful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
soundly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
soundness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spacious,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sparkle,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sparkling,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spectacular,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spectacularly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
speedily,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
speedy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spellbind,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spellbinding,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spellbindingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spellbound,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spirited,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spiritual,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
splendid,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
splendidly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
splendor,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spontaneous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sporty,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spotless,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sprightly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stability,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stabilize,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stainless,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
standout,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
state-of-the-art,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stately,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
statuesque,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
staunch,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
staunchly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
staunchness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
